"","time","S","I","R","V","Total"
"1",1,99.8999,1e-04,0.1,0.1,1e-04
"2",2,99.8998283489557,0.000141736562275264,0.100029914482027,0.1,0.000171651044301801
"3",3,99.8997267937328,0.000200892163669399,0.100072314103497,0.1,0.000273206267166219
"4",4,99.8995828535669,0.000284736714893846,0.100132409718256,0.1,0.00041714643314946
"5",5,99.8993788392034,0.00040357394097409,0.100217586855692,0.1,0.000621160796665737
"6",6,99.8990896790109,0.000572007540204389,0.100338313448873,0.1,0.00091032098907701
"7",7,99.8986798417458,0.000810733413679871,0.100509424840563,0.1,0.00132015825424277
"8",8,99.8980989662827,0.00114908482346381,0.100751948893783,0.1,0.00190103371724644
"9",9,99.8972756835116,0.0016286300916553,0.101095686396787,0.1,0.00272431648844193
"10",10,99.8961088516417,0.00230827593238965,0.101582872425943,0.1,0.00389114835833277
"11",11,99.8944551481794,0.00327149090761083,0.102273360913018,0.1,0.00554485182062877
"12",12,99.8921114966287,0.0046365334091896,0.103251969962153,0.1,0.00788850337134215
"13",13,99.8887901905166,0.0065709249170912,0.104638884566323,0.1,0.0112098094834139
"14",14,99.8840837061889,0.00931191246266536,0.106604381348451,0.1,0.0159162938111168
"15",15,99.8774149472473,0.0131953827931359,0.1093896699596,0.1,0.0225850527527363
"16",16,99.8679670065965,0.0186966388233136,0.113336354580194,0.1,0.0320329934035081
"17",17,99.8545841123754,0.0264878235122191,0.118928064112361,0.1,0.0454158876245802
"18",18,99.8356323110823,0.0375185211377157,0.126849167779957,0.1,0.0643676889176724
"19",19,99.8088040994799,0.0531284576478985,0.13806744287223,0.1,0.0911959005201285
"20",20,99.7708456958271,0.075204164525842,0.153950139647073,0.1,0.129154304172915
"21",21,99.7171789032344,0.106394864299661,0.176426232465917,0.1,0.182821096765579
"22",22,99.6413815717339,0.150406403145018,0.208212025121129,0.1,0.258618428266148
"23",23,99.5344839530168,0.212393966437724,0.253122080545469,0.1,0.365516046983194
"24",24,99.3840347038382,0.299472443199166,0.316492852962645,0.1,0.515965296161811
"25",25,99.1729000326613,0.421350765992261,0.405749201346431,0.1,0.727099967338691
"26",26,98.8777933026979,0.591063487819995,0.531143209482189,0.1,1.02220669730218
"27",27,98.467620310703,0.825701175838192,0.706678513458865,0.1,1.43237968929706
"28",28,97.9018963604932,1.14690821701469,0.951195422492111,0.1,1.9981036395068
"29",29,97.1298041939889,1.58069062008909,1.28950518592208,0.1,2.77019580601117
"30",30,96.0908622048824,2.15581684434394,1.75332095077374,0.1,3.80913779511768
"31",31,94.7186580373556,2.89983293836086,2.38150902428357,0.1,5.18134196264443
"32",32,92.9491571326728,3.83188570948572,3.21895715784153,0.1,6.95084286732725
"33",33,90.7342158123694,4.95253381585772,4.31325037177293,0.1,9.16578418763065
"34",34,88.0584416112634,6.23291882883764,5.70863955989894,0.1,11.8415583887366
"35",35,84.9540127420037,7.60826638162905,7.4377208763673,0.1,14.9459872579963
"36",36,81.5058602466972,8.98149088610242,9.51264886720046,0.1,18.3941397533029
"37",37,77.8419960602722,10.2391831823831,11.9188207573447,0.1,22.0580039397279
"38",38,74.110817512006,11.2754776588671,14.6137048291269,0.1,25.7891824879941
"39",39,70.4542461352662,12.0141224698444,17.5316313948894,0.1,29.4457538647338
"40",40,66.9867593450084,12.4203019837065,20.5929386712852,0.1,32.9132406549917
"41",41,63.7857129589695,12.4998173273977,23.7144697136328,0.1,36.1142870410305
"42",42,60.892103309671,12.2892707478502,26.8186259424788,0.1,39.007896690329
"43",43,58.3175805092856,11.8429743601009,29.8394451306136,0.1,41.5824194907145
"44",44,56.0533724165413,11.2211329926812,32.7254945907776,0.1,43.8466275834588
"45",45,54.0784002415197,10.4813878793887,35.4402118790916,0.1,45.8215997584803
"46",46,52.3654568509419,9.67395860935175,37.9605845397063,0.1,47.5345431490581
"47",47,50.8853754984524,8.83963720628368,40.274987295264,0.1,49.0146245015477
"48",48,49.6095672194661,8.00964055083455,42.3807922296994,0.1,50.290432780534
"49",49,48.5114119017375,7.20652014706833,44.2820679511942,0.1,51.3885880982626
"50",50,47.5668882537763,6.4455336295031,45.9875781167206,0.1,52.3331117462238
"51",51,46.754748078649,5.736110006247,47.509141915104,0.1,53.1452519213511
"52",52,46.0564364532943,5.08321281556664,48.8603507311391,0.1,53.8435635467057
"53",53,45.4558839440846,4.48851317864383,50.0556028772716,0.1,54.4441160559154
"54",54,44.9392461991802,3.9513488326535,51.1094049681664,0.1,54.9607538008199
"55",55,44.4946338146206,3.46947950733151,52.035886678048,0.1,55.4053661853795
"56",56,44.1118538854941,3.03966324011911,52.8484828743868,0.1,55.7881461145059
"57",57,43.7821761520605,2.65808572427422,53.5597381236653,0.1,56.1178238479395
"58",58,43.4981242692488,2.32067029732106,54.1812054334301,0.1,56.4018757307512
"59",59,43.2532946954918,2.02329597395413,54.7234093305541,0.1,56.6467053045082
"60",60,43.0422003407404,1.76194511687207,55.1958545423875,0.1,56.8577996592596
"61",61,42.8601366533657,1.5327986610101,55.6070646856242,0.1,57.0398633466343
"62",62,42.7030674247658,1.33229276980173,55.9646398054325,0.1,57.1969325752342
"63",63,42.567527378809,1.15714869795079,56.2753239232402,0.1,57.332472621191
"64",64,42.4505394236163,1.00438228022219,56.5450782961616,0.1,57.4494605763838
"65",65,42.3495441858163,0.871301035937289,56.7791547782465,0.1,57.5504558141838
"66",66,42.2623401397037,0.75549240748189,56.9821674528144,0.1,57.6376598602963
"67",67,42.1870324386629,0.654806999763143,57.158160561574,0.1,57.7129675613372
"68",68,42.1219893973371,0.56733882731887,57.310671775344,0.1,57.7780106026629
"69",69,42.0658052463668,0.491404207129039,57.4427905465041,0.1,57.8341947536332
"70",70,42.0172683736533,0.425520656220662,57.5572109701261,0.1,57.8827316263467
"71",71,41.9753341070876,0.368386361840913,57.6562795310715,0.1,57.9246658929124
"72",72,41.9391014176265,0.318860770601914,57.7420378117716,0.1,57.9608985823735
"73",73,41.9077929446499,0.275946543361452,57.8162605119887,0.1,57.9922070553501
"74",74,41.8807378449319,0.238772992549151,57.880489162519,0.1,58.0192621550681
"75",75,41.8573570691739,0.206581060317805,57.9360618705083,0.1,58.0426429308261
"76",76,41.8371507012203,0.17870979024251,57.9841395085372,0.1,58.0628492987798
"77",77,41.819687069066,0.154584232120982,58.0257286988131,0.1,58.0803129309341
"78",78,41.8045933729681,0.133704684698532,58.0617019423333,0.1,58.0954066270319
"79",79,41.7915476114729,0.115637169926707,58.0928152186004,0.1,58.1084523885272
"80",80,41.7802716298724,0.10000502954281,58.1197233405848,0.1,58.1197283701277
"81",81,41.7705251270387,0.0864815337512653,58.1429933392101,0.1,58.1294748729614
"82",82,41.7621004831236,0.0747833955171965,58.1631161213592,0.1,58.1378995168764
"83",83,41.754818301942,0.0646650941914317,58.1805166038665,0.1,58.145181698058
"84",84,41.7485235644148,0.0559139150594508,58.1955625205257,0.1,58.1514764355852
"85",85,41.7430823084522,0.0483456212286691,58.2085720703191,0.1,58.1569176915478
"86",86,41.7383787630088,0.0418006824651407,58.219820554526,0.1,58.1616212369912
"87",87,41.7343128735866,0.0361409928022112,58.2295461336111,0.1,58.1656871264134
"88",88,41.7307981654303,0.0312470163877666,58.2379548181819,0.1,58.1692018345698
"89",89,41.7277598980454,0.0270153076997821,58.2452247942548,0.1,58.1722401019546
"90",90,41.7251334711131,0.0233563585200508,58.2515101703668,0.1,58.1748665288869
"91",91,41.7228630474145,0.0201927297431999,58.2569442228423,0.1,58.1771369525855
"92",92,41.7209003631028,0.0174574311647772,58.2616422057324,0.1,58.1790996368972
"93",93,41.7192036997531,0.0150925169562789,58.2657037832906,0.1,58.1807963002469
"94",94,41.7177369961274,0.0130478685776163,58.2692151352949,0.1,58.1822630038726
"95",95,41.716469080617,0.0112801404575349,58.2722507789254,0.1,58.183530919383
"96",96,41.7153730079321,0.0097518469323475,58.2748751451355,0.1,58.1846269920679
"97",97,41.7144254858529,0.00843057170904007,58.277143942438,0.1,58.1855745141471
"98",98,41.713606379794,0.00728828355457513,58.2791053366514,0.1,58.186393620206
"99",99,41.7128982846053,0.0063007440446364,58.2808009713501,0.1,58.1871017153948
"100",100,41.7122861544728,0.00544699506704732,58.2822668504601,0.1,58.1877138455272
"101",101,41.711756983028,0.00470891539950522,58.2835341015724,0.1,58.188243016972
"102",102,41.7112995268484,0.00407083709634127,58.2846296360552,0.1,58.1887004731516
"103",103,41.7109040664578,0.00351921365050686,58.2855767198916,0.1,58.1890959335422
"104",104,41.7105621997388,0.00304233296768176,58.2863954672934,0.1,58.1894378002612
"105",105,41.7102666633575,0.00263006911953972,58.287103267523,0.1,58.1897333366425
"106",106,41.7100111784006,0.00227366765071015,58.2877151539486,0.1,58.1899888215994
"107",107,41.709790316942,0.00196555991458705,58.2882441231434,0.1,58.190209683058
"108",108,41.7095993866975,0.0016992025207064,58.2887014107817,0.1,58.1904006133025
"109",109,41.709434331317,0.00146893850306863,58.2890967301798,0.1,58.190565668683
"110",110,41.7092916441927,0.00126987727512898,58.2894384785321,0.1,58.1907083558073
"111",111,41.7091682939501,0.00109779083247642,58.2897339152174,0.1,58.1908317060499
"112",112,41.7090616600394,0.000949024006542666,58.289989315954,0.1,58.1909383399606
"113",113,41.7089694770564,0.000820416869057274,58.2902101060745,0.1,58.1910305229436
"114",114,41.7088897866104,0.000709237643506463,58.2904009757461,0.1,58.1911102133897
"115",115,41.7088208957154,0.000613124701876689,58.2905659795826,0.1,58.1911791042846
"116",116,41.7087613408216,0.000530036417084738,58.2907086227613,0.1,58.1912386591784
"117",117,41.7087098567205,0.000458207807719157,58.2908319354717,0.1,58.1912901432795
"118",118,41.7086653496655,0.000396113055518287,58.2909385372789,0.1,58.1913346503346
"119",119,41.7086268741346,0.000342433100400336,58.2910306927649,0.1,58.1913731258654
"120",120,41.7085936127429,0.000296027625451768,58.2911103596315,0.1,58.1914063872571
"121",121,41.7085648588772,0.000255910837333842,58.2911792302854,0.1,58.1914351411228
"122",122,41.7085400016839,0.000221230528042523,58.291238767788,0.1,58.1914599983161
"123",123,41.7085185130919,0.000191249973550621,58.2912902369344,0.1,58.1914814869081
"124",124,41.7084999365938,0.000165332285041528,58.2913347311211,0.1,58.1915000634062
"125",125,41.7084838775473,0.000142926880482327,58.2913731955721,0.1,58.1915161224527
"126",126,41.7084699947919,0.000123557789280387,58.2914064474187,0.1,58.1915300052081
"127",127,41.7084579934004,0.000106813541673662,58.2914351930578,0.1,58.1915420065996
"128",128,41.7084476184138,9.23384281440611e-05,58.2914600431579,0.1,58.1915523815862
"129",129,41.7084386494248,7.98249432280404e-05,58.2914815256319,0.1,58.1915613505752
"130",130,41.7084308958951,6.90072532448291e-05,58.2915000968515,0.1,58.1915691041049
"131",131,41.7084241931082,5.96555492036767e-05,58.2915161513425,0.1,58.1915758068918
"132",132,41.7084183986693,5.15711649478538e-05,58.2915300301657,0.1,58.1915816013307
"133",133,41.7084133894809,4.45823568435975e-05,58.2915420281621,0.1,58.1915866105191
"134",134,41.7084090591275,3.85406553713914e-05,58.291552400217,0.1,58.1915909408725
"136",135,41.7084062566259,3.33179099249945e-05,58.2915589661242,0.1,58.1915937433741
"137",136,41.7084030204114,2.88027469307145e-05,58.2915667175017,0.1,58.1915969795886
"138",137,41.7084002227108,2.48993970301291e-05,58.2915734185522,0.1,58.1915997772892
"139",138,41.7083978041871,2.15250738194719e-05,58.2915792113991,0.1,58.1916021958129
"140",139,41.7083957134149,1.86080287766892e-05,58.2915842192164,0.1,58.1916042865851
"141",140,41.7083939059827,1.60862992669966e-05,58.2915885483781,0.1,58.1916060940173
"142",141,41.7083923435042,1.39063288856738e-05,58.2915922908269,0.1,58.1916076564958
"143",142,41.7083909927717,1.20217863088451e-05,58.291595526102,0.1,58.1916090072283
"144",143,41.7083898250785,1.03926201836901e-05,58.2915983229613,0.1,58.1916101749215
"145",144,41.7083888156296,8.98423634411172e-06,58.2916007407941,0.1,58.1916111843704
"146",145,41.708387942979,7.7667134893863e-06,58.2916028309675,0.1,58.191612057021
"147",146,41.7083871885874,6.71418569418215e-06,58.2916046378869,0.1,58.1916128114126
"148",147,41.7083865364286,5.80429307504873e-06,58.2916061999383,0.1,58.1916134635714
"149",148,41.7083859726488,5.01770690278057e-06,58.2916075503043,0.1,58.1916140273512
"150",149,41.7083854852716,4.3377178051843e-06,58.2916087176705,0.1,58.1916145147283
"151",150,41.7083850639429,3.74987953054336e-06,58.2916097268375,0.1,58.191614936057
"152",151,41.7083846997118,3.24170381344502e-06,58.2916105992443,0.1,58.1916153002882
"153",152,41.7083843848405,2.80239499537798e-06,58.2916113534245,0.1,58.1916156151594
"154",153,41.7083841126399,2.42262034045997e-06,58.2916120053997,0.1,58.1916158873601
"155",154,41.7083838773274,2.09431203143436e-06,58.2916125690205,0.1,58.1916161226726
"156",155,41.7083836739041,1.81049560678368e-06,58.2916130562602,0.1,58.1916163260959
"157",156,41.7083834980483,1.56514139908941e-06,58.2916134774702,0.1,58.1916165019516
"158",157,41.7083833460241,1.35303701315788e-06,58.2916138415988,0.1,58.1916166539759
"159",158,41.7083832146019,1.16967653112261e-06,58.2916141563815,0.1,58.1916167853981
"160",159,41.7083831009897,1.01116463984753e-06,58.2916144285056,0.1,58.1916168990103
"161",160,41.708383002774,8.74133917006982e-07,58.2916146637521,0.1,58.191616997226
"162",161,41.7083829178682,7.55673284955886e-07,58.2916148671185,0.1,58.1916170821318
"163",162,41.7083828444687,6.53266166813445e-07,58.2916150429251,0.1,58.1916171555313
"164",163,41.7083827810161,5.64737027325214e-07,58.2916151949068,0.1,58.1916172189839
"165",164,41.7083827261625,4.88205154573889e-07,58.2916153262923,0.1,58.1916172738375
"166",165,41.7083826787425,4.22044706388995e-07,58.2916154398728,0.1,58.1916173212575
"167",166,41.7083826377487,3.64850171049942e-07,58.2916155380611,0.1,58.1916173622512
"168",167,41.7083826023104,3.15406508539135e-07,58.2916156229431,0.1,58.1916173976896
"169",168,41.7083825716745,2.72663338284808e-07,58.2916156963221,0.1,58.1916174283255
"170",169,41.7083825451904,2.35712624886724e-07,58.2916157597569,0.1,58.1916174548096
"171",170,41.7083825222953,2.03769387823125e-07,58.2916158145953,0.1,58.1916174777047
"172",171,41.7083825025029,1.76155025337908e-07,58.291615862002,0.1,58.1916174974971
"173",172,41.7083824853928,1.52282898233353e-07,58.2916159029843,0.1,58.1916175146072
"174",173,41.7083824706013,1.31645867314975e-07,58.2916159384127,0.1,58.1916175293986
"175",174,41.7083824578144,1.13805519733159e-07,58.29161596904,0.1,58.1916175421856
"176",175,41.7083824467603,9.83828553461157e-08,58.2916159955168,0.1,58.1916175532397
"177",176,41.7083824372043,8.50502328431245e-08,58.2916160184054,0.1,58.1916175627957
"178",177,41.7083824289432,7.35244155896971e-08,58.2916160381923,0.1,58.1916175710568
"179",178,41.7083824218017,6.35604946076461e-08,58.2916160552978,0.1,58.1916175781983
"180",179,41.7083824156279,5.49468153706842e-08,58.2916160700852,0.1,58.1916175843721
"181",180,41.7083824102907,4.75004599581804e-08,58.2916160828687,0.1,58.1916175897092
"182",181,41.7083824056769,4.10632307635072e-08,58.2916160939198,0.1,58.1916175943231
"183",182,41.7083824016883,3.54983697979374e-08,58.2916161034732,0.1,58.1916175983116
"184",183,41.7083823982403,3.06876552101781e-08,58.291616111732,0.1,58.1916176017597
"185",184,41.7083823952595,2.6528885352582e-08,58.2916161188715,0.1,58.1916176047404
"186",185,41.7083823926827,2.29337091013861e-08,58.2916161250435,0.1,58.1916176073172
"187",186,41.7083823904551,1.98257486616833e-08,58.291616130379,0.1,58.1916176095448
"188",187,41.7083823885294,1.7138976876436e-08,58.2916161349915,0.1,58.1916176114706
"189",188,41.7083823868646,1.48163145501076e-08,58.291616138979,0.1,58.1916176131353
"190",189,41.7083823854255,1.2808417820438e-08,58.291616142426,0.1,58.1916176145745
"191",190,41.7083823841814,1.10726298707179e-08,58.2916161454059,0.1,58.1916176158186
"192",191,41.7083823831058,9.57205841953228e-09,58.291616147982,0.1,58.1916176168941
"193",192,41.7083823821761,8.2749114932326e-09,58.2916161502089,0.1,58.1916176178238
"194",193,41.7083823813725,7.1536211583151e-09,58.2916161521339,0.1,58.1916176186275
"195",194,41.7083823806777,6.1842909021161e-09,58.2916161537979,0.1,58.1916176193222
"196",195,41.7083823800771,5.34630262997828e-09,58.2916161552366,0.1,58.1916176199229
"197",196,41.7083823795578,4.62186413937344e-09,58.2916161564802,0.1,58.1916176204421
"198",197,41.7083823791089,3.99558916261982e-09,58.2916161575554,0.1,58.191617620891
"199",198,41.7083823787209,3.4541761041862e-09,58.2916161584849,0.1,58.191617621279
"200",199,41.7083823783853,2.98588119591176e-09,58.2916161592888,0.1,58.1916176216147
"201",200,41.7083823780952,2.58118643726549e-09,58.2916161599836,0.1,58.1916176219047
